,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
6532,6532,6532,7319,0711214867,0.6456847,49.18156805551547,7.385056,86320,0.03067669172932332,233,226,214,189,158,119,http://ecx.images-amazon.com/images/I/51QFT5Z715L.jpg,The Warrior and the Moon: Spirit of the Maasai,Nick Would,5869921.0,"March 1, 2002",5.0
7196,7196,7196,8072,1442414111,0.6554333999999999,132.48514449898602,5.901998000000002,60307,0.00608,249,138,60,3,186,215,http://ecx.images-amazon.com/images/I/51Flu%2Bo1LgL.jpg,Humpty Dumpty,Salina Yoon,346022.0,"January 24, 2012",4.41
10464,10464,10465,11724,0805007083,0.8308456,51.56236340339011,6.5552745,93121,0.0368739837398374,246,247,223,218,215,125,http://ecx.images-amazon.com/images/I/618l5hxccFL.jpg,Mr. Gumpy's Outing,John Burningham,119804.0,"October 15, 1971",4.7
6240,6240,6240,6989,1555911862,0.602541,97.79769108597357,6.847502,82139,0.02832328767123288,242,232,77,68,115,86,http://ecx.images-amazon.com/images/I/512trUH8RML.jpg,Keepers of Life: Discovering Plants through Native American Stories and Earth Activities for Children,Joseph Bruchac,1221313.0,"October 18, 1994",4.63
3791,3791,3791,4248,0736863559,0.4616632000000001,83.63075703453572,7.0701027000000005,61776,0.02709443099273608,104,178,45,88,89,97,http://ecx.images-amazon.com/images/I/516OaLW2lLL.jpg,Motorcycles (Mighty Machines),Matt Doeden,4360183.0,"September 1, 2006",0.0
11708,11708,11709,13129,0895552027,0.3832596,54.3041507944962,7.0328927,53322,0.017697530864197532,85,158,193,109,102,67,http://ecx.images-amazon.com/images/I/51Lm09qfwfL.jpg,The Old World and America,Most Rev. Philip J. Furlong,921749.0,"December 1, 1996",5.0
4037,4037,4037,4516,1423168259,0.67964786,59.88689600267696,5.4809160000000015,56771,0.011260579064587974,219,183,211,248,215,190,http://ecx.images-amazon.com/images/I/51FCoJrZ8BL.jpg,I Love My Mommy,Giles Andreae,100946.0,"February 26, 2013",4.48
10730,10730,10731,12022,1878217313,0.6628658000000001,119.84397867496529,6.712340400000001,85114,0.03735632183908046,251,250,239,211,25,108,http://ecx.images-amazon.com/images/I/5112YSEH14L.jpg,"Empress of China, Wu Ze Tian: Written by Jiang Cheng an ; Illustrated by Xu De Yuan",De Yuan Xu Cheng An Chiang,693913.0,"November 15, 1998",3.4
6317,6317,6317,7077,0399252517,0.52191997,58.554717756127474,7.102811,74192,0.026024024024024026,43,4,10,34,12,5,http://ecx.images-amazon.com/images/I/51-Pl9BJ7IL.jpg,Brown Girl Dreaming (Newbery Honor Book),Jacqueline Woodson,52278.0,"August 28, 2014",4.76
3420,3420,3420,3823,1880000199,0.5656019,66.59553967202167,7.575112,91378,0.04702784810126583,129,85,65,248,239,200,http://ecx.images-amazon.com/images/I/61-dEXqKjLL.jpg,Baseball Saved Us,Ken Mochizuki,60681.0,"March 1, 1993",4.55
10703,10703,10704,11993,0545207002,0.47402284,38.30736796336173,7.467355,60218,0.02163953488372093,69,89,113,133,159,179,http://ecx.images-amazon.com/images/I/5171gqIu2IL.jpg,"I Survived the Attacks of September 11th, 2001 (I Survived, Book 6)",Lauren Tarshis,2223.0,"July 1, 2012",4.75
1428,1428,1428,1583,0749650478,0.56053615,77.91153712363506,7.161175,65974,0.013904643962848295,222,154,115,125,95,85,http://ecx.images-amazon.com/images/I/5132Y32VK0L.jpg,Buddhist (Our Culture),Jenny Wood,2377373.0,"February 28, 2003",5.0
7421,7421,7421,8333,0764950320,0.5175816,61.394185388468074,6.893474,93154,0.03691237113402062,207,157,107,64,114,149,http://ecx.images-amazon.com/images/I/517JI6RJhfL.jpg,Buddhist Paintings Coloring Book,Asian Art Museum of San Francisco,943578.0,"May 31, 2009",4.92
6888,6888,6888,7718,0873360303,0.67282355,45.957669084212036,6.864781,24820,0.03560039860488291,135,185,155,191,213,202,http://ecx.images-amazon.com/images/I/318w61dAqtL.jpg,From the Mountains to the Sea: Early Hawaiian Life,Julie Stewart Williams,1455216.0,1997,5.0
7284,7284,7284,8166,0531209490,0.5129441,109.97557560526104,6.9917765,111895,0.0289438202247191,230,75,44,221,138,61,http://ecx.images-amazon.com/images/I/6100Wn2PjdL.jpg,You Wouldn't Want to Be Cursed by King Tut!: A Mysterious Death You'd Rather Avoid,Jacqueline Morley,2008470.0,"March 1, 2012",4.67
6339,6339,6339,7100,1467721182,0.43219697,47.25139108668226,7.1081057,62154,0.035779710144927535,44,43,40,81,157,82,http://ecx.images-amazon.com/images/I/5150huSkJIL.jpg,Mud Truck Racing: Tearing It Up (Dirt and Destruction Sports Zone),Brian Howell,3703307.0,"March 1, 2014",0.0
8631,8631,8631,9668,1841386219,0.5303850999999999,111.1171208814204,6.9068065,70421,0.00936783299029697,224,135,19,206,157,83,http://ecx.images-amazon.com/images/I/41CKJBYY82L.jpg,Structure (Discover Science),Kim Taylor,8537355.0,2003,0.0
11943,11943,11944,13398,0531203735,0.45615637,74.78860779317414,7.455295599999999,88605,0.02235140089028541,221,144,101,139,77,64,http://ecx.images-amazon.com/images/I/51BFY9XJ1BL.jpg,Kings and Queens of East Africa (Watts Library),Sylviane A. Diouf,2814484.0,"September 1, 2000",0.0
8923,8923,8923,10002,0802446361,0.8396138000000001,63.089556975920885,5.782789,47237,0.021780564263322883,252,250,184,246,245,111,http://ecx.images-amazon.com/images/I/51IzGgJ5htL.jpg,Money Matters for Teens,Larry Burkett,151802.0,"January 1, 2001",4.23
4334,4334,4334,4857,0761393420,0.8112285,17.268527475641953,6.6282619999999985,49414,0.010427104722792608,236,234,229,152,172,157,http://ecx.images-amazon.com/images/I/51OG3wkV94L.jpg,Handle With Care: An Unusual Butterfly Journey (Nonfiction - Grades Prek-4) (Junior Library Guild Selection),Loree Griffin Burns,582355.0,"January 1, 2014",4.77
5743,5743,5743,6439,0689867468,0.35523644,34.64743932650133,7.5721636,58034,0.02109090909090909,115,96,55,53,49,24,http://ecx.images-amazon.com/images/I/51ZA9VcqYTL.jpg,The Sea of Trolls (Sea of Trolls Trilogy),Nancy Farmer,53791.0,"June 1, 2006",4.58
467,467,467,517,0761312943,0.4568739000000001,85.52527792277084,7.442650299999999,25338,0.034830113257828116,104,100,97,156,153,149,http://ecx.images-amazon.com/images/I/51BRBFJKTYL.jpg,Smart Soccer: How to Use Your Mind to Play Your Best,Nina Savin Scott,8054565.0,"August 1, 1999",4.5
1722,1722,1722,1915,0448405172,0.3698288,65.77441676321979,6.849525999999999,73947,0.016072144288577155,70,73,151,63,44,133,http://ecx.images-amazon.com/images/I/51AIL%2BHOaHL.jpg,What's Out There?: A Book about Space (Reading Railroad),Lynn Wilson,10156.0,"March 24, 1993",4.51
2782,2782,2782,3104,0888990979,0.89842737,31.15081641741052,5.678886,39698,0.0193123595505618,248,241,228,194,165,138,http://ecx.images-amazon.com/images/I/51JF2J3%2BXNL.jpg,The Name of the Tree: A Bantu Tale Retold,Celia Barker Lottridge,1107175.0,"February 21, 2002",4.83
9241,9241,9241,10363,0870709658,0.37012044,61.33541564306322,7.3568380000000015,75586,0.03239686684073107,58,31,20,127,63,42,http://ecx.images-amazon.com/images/I/517oFYhvZSL.jpg,"Jake Makes a World: Jacob Lawrence, A Young Artist in Harlem",Sharifa Rhodes-Pitts,349587.0,"June 30, 2015",5.0
2910,2910,2910,3250,1580001114,0.7132812,91.36235856233029,6.344287400000002,64234,0.017219638242894058,244,211,83,251,248,237,http://ecx.images-amazon.com/images/I/51Wea6MktdL.jpg,Cycling Reader (Easy Olympic Sports Readers),Teacher Created Resources Staff,9204488.0,"November 3, 2004",0.0
3766,3766,3766,4222,1570915040,0.58025336,52.87060254942372,7.379564299999998,67578,0.016714640198511158,197,223,230,18,35,41,http://ecx.images-amazon.com/images/I/51hepe7L9XL.jpg,Be My Neighbor,Maya Ajmera,2104825.0,"February 10, 2006",5.0
5131,5131,5131,5760,1481423339,0.34925136,38.70477885768215,5.2658239999999985,18572,0.008791540785498491,19,60,7,192,192,192,http://ecx.images-amazon.com/images/I/41Kg1cQWSSL.jpg,Big Game (FunJungle),Stuart Gibbs,572867.0,"October 13, 2015",4.9
7358,7358,7358,8260,148143022X,0.89442664,45.91548082849637,3.878358,41520,0.013968,254,254,251,253,239,246,http://ecx.images-amazon.com/images/I/51sWeAl-PvL.jpg,Naughty Mabel,Nathan Lane,211355.0,"October 6, 2015",4.64
5430,5430,5430,6089,0763626821,0.6757359000000001,68.69020193458509,7.381236,154080,0.04768,240,236,168,127,185,143,http://ecx.images-amazon.com/images/I/61C%2BYjBSFKL.jpg,The Once Upon a Time Map Book: Take a Tour of Six Enchanted Lands,B.G. Hennessy,114036.0,"May 11, 2010",4.4
3385,3385,3385,3786,1423143035,0.48774156,87.61223565383476,7.820766000000001,121722,0.03390087463556851,141,98,46,173,147,53,http://ecx.images-amazon.com/images/I/61QB3Q9FGcL.jpg,Captain America: The Tomorrow Army: A Marvel Chapter Book,Michael Siglain,26978.0,"August 26, 2014",4.92
3378,3378,3378,3779,1556610181,0.62712616,32.92244271439237,6.543664,43165,0.02183535108958837,213,214,186,73,87,77,http://ecx.images-amazon.com/images/I/51apLpPOTAL.jpg,Hero Tales: A Family Treasury of True Stories From the Lives of Christian Heroes,Dave Jackson,175538.0,"October 1, 1998",4.63
8334,8334,8334,9329,0064433978,0.6214638000000001,109.86101504177685,6.701037,70583,0.013556135770234987,248,246,241,7,183,22,http://ecx.images-amazon.com/images/I/51KztxYgXGL.jpg,The Korean Cinderella (Trophy Picture Books),Shirley Climo,547228.0,"January 18, 1996",4.28
6912,6912,6912,7744,1416943641,0.72847223,69.19052962797176,7.180581,85671,0.03536339522546419,239,236,209,230,234,243,http://ecx.images-amazon.com/images/I/61zoHUBoKML.jpg,Revenge of the Lunch Ladies: The Hilarious Book of School Poetry,Kenn Nesbitt,527400.0,"July 10, 2007",4.87
4327,4327,4327,4850,0399245316,0.83510685,82.90780030017713,4.612522599999999,51028,0.018020565552699232,253,250,248,235,52,70,http://ecx.images-amazon.com/images/I/51M3vd0Ce4L.jpg,Rotten Richie and the Ultimate Dare,Patricia Polacco,87517.0,"May 18, 2006",4.93
8076,8076,8076,9054,1580234585,0.6887161999999999,86.8521591607374,6.5140276,59551,0.014756756756756756,249,200,83,238,170,71,http://ecx.images-amazon.com/images/I/51Pq7W%2BPHlL.jpg,The Mitzvah Project Book: Making Mitzvah Part of Your Bar/Bat Mitzvah ... and Your Life,Diane Heiman,1188230.0,"August 1, 2011",4.72
7840,7840,7840,8793,0766037541,0.3369159,132.98916244553186,6.943866000000001,87444,0.0232247191011236,234,31,40,14,21,37,http://ecx.images-amazon.com/images/I/51dc8C139KL.jpg,Kart Racers (Kid Racers),Alison G. Norville,1734368.0,"April 1, 2010",0.0
1142,1142,1142,1274,0394829085,0.7646546999999999,82.76034949144005,6.369958400000002,89756,0.02540681362725451,253,248,244,209,172,71,http://ecx.images-amazon.com/images/I/61Y63lyeXAL.jpg,The Berenstain Bears' New Baby,Stan Berenstain,6119.0,"September 12, 1974",4.3
1990,1990,1990,2211,0060504056,0.7159063,63.10393653826183,4.6647440000000016,57977,0.014904,172,218,246,32,96,165,http://ecx.images-amazon.com/images/I/51310U-59JL.jpg,Wemberly's Ice-Cream Star,Kevin Henkes,176425.0,"April 15, 2003",4.3
10668,10668,10669,11954,0823411311,0.33968395,51.96306253443786,6.79016,59083,0.0379838485101643,56,54,36,117,95,54,http://ecx.images-amazon.com/images/I/51V3BPTH1WL.jpg,Hershel and the Hanukkah Goblins,Eric A. Kimmel,476929.0,"September 1, 1994",4.88
1134,1134,1134,1265,1589478517,0.5444545999999999,116.1412501865131,7.519566,129283,0.0299328165374677,234,33,69,200,224,243,http://ecx.images-amazon.com/images/I/611v3ECtKjL.jpg,Big Preschool Pencil Pal,Barbara Gregorich,2871148.0,"October 3, 2002",4.4
9624,9624,9624,10781,1465422994,0.7396371999999999,51.51569397184667,6.187755,74443,0.026660287081339714,251,250,243,186,170,118,http://ecx.images-amazon.com/images/I/51Ko23sET5L.jpg,LEGO NINJAGO: The Visual Dictionary (Masters of Spinjitzu),Hannah Dolan,25730.0,"September 15, 2014",4.8
680,680,680,754,0448464616,0.5392216,32.4113381659557,7.9417386,62871,0.04426361031518625,177,156,140,221,236,248,http://ecx.images-amazon.com/images/I/516qveKiu2L.jpg,Who Is Bob Dylan? (Who Was...?),Jim O'Connor,241688.0,"June 27, 2013",4.0
7954,7954,7954,8921,0816723621,0.70300233,51.22834365608171,5.3530717,61865,0.016335664335664336,253,253,251,145,80,53,http://ecx.images-amazon.com/images/I/51n2yZjNEtL.jpg,Dancing Drum (Native American Legends & Lore),Cohlene,1083614.0,"September 19, 1998",4.8
11106,11106,11107,12451,1564024857,0.2799078,74.31278094574637,7.1349163,92523,0.035745635910224435,39,28,11,148,95,37,http://ecx.images-amazon.com/images/I/511-lkUtS0L.jpg,Catkin,Antonia Barber,476133.0,"October 3, 1994",4.46
5103,5103,5103,5728,193339059X,0.5961209,112.37677263593224,7.189278999999999,102289,0.02131770833333333,207,167,112,7,166,220,http://ecx.images-amazon.com/images/I/51IuF-DO0OL.jpg,Sand Castle (Choose Your Own Adventure - Dragonlarks),R. A. Montgomery,30886.0,"August 30, 2013",4.55
1564,1564,1564,1738,0805082735,0.66471547,91.1749142803772,6.963471000000001,74700,0.03075428571428572,221,126,101,99,182,107,http://ecx.images-amazon.com/images/I/518oAz67lDL.jpg,Brown Bear & Friends Board Book Gift Set (Brown Bear and Friends),Bill Martin Jr.,477831.0,"October 30, 2007",4.83
9569,9569,9569,10722,0140371478,0.4413411,61.60048914824912,7.512014,76545,0.02668111455108359,122,74,80,131,79,71,http://ecx.images-amazon.com/images/I/51E9j3czVJL.jpg,Road to Camlann: The Death of King Arthur,Rosemary Sutcliff,1064958.0,"November 1, 1994",3.9
4389,4389,4389,4920,0062360590,0.4242235,116.9881865121254,7.374298,81680,0.04003076923076923,8,8,19,247,233,61,http://ecx.images-amazon.com/images/I/61WvgXZgyuL.jpg,Simpsons Comics Colossal Compendium Volume 3,Matt Groening,45687.0,"July 7, 2015",4.44
5455,5455,5455,6117,0395811333,0.607405,52.51218215404765,7.3306704,96315,0.032943181818181816,211,158,123,239,203,175,http://ecx.images-amazon.com/images/I/51WAm5ibb3L.jpg,Forty Fortunes: A Tale of Iran,Aaron Shepard,1578084.0,"August 1, 1999",4.67
143,143,143,160,1585365025,0.49495658,74.52311938250142,7.331049,81016,0.028852,108,94,62,227,156,80,http://ecx.images-amazon.com/images/I/61Kouz0DWpL.jpg,Who Will Plant a Tree?,Jerry Pallotta,107609.0,"April 8, 2010",4.86
9238,9238,9238,10358,149537467X,0.849044,61.866059637675704,3.916766200000001,43256,0.01812435233160621,253,253,252,161,181,113,http://ecx.images-amazon.com/images/I/51iJHPZmOCL.jpg,Turtle Jumps! Mandarin - Pinyin Trade Version (Chinese Edition),Mr Douglas J Alford,5237722.0,"January 30, 2014",0.0
8957,8957,8957,10040,1939581885,0.60566825,78.17525018184328,7.3681717,52017,0.027478947368421054,174,177,181,210,213,216,http://ecx.images-amazon.com/images/I/51Erml29QxL.jpg,Level 1 (How to Code: A Step by Step Guide to Computer Coding),Max Wainewright,471602.0,"September 15, 2015",4.54
2701,2701,2701,3008,188285909X,0.56600285,45.83458252447269,7.048787599999999,74813,0.04165749235474006,172,160,138,58,105,134,http://ecx.images-amazon.com/images/I/51-AaZnZA-L.jpg,Juliette Low: Girl Scout Founder (Young Patriots series),Helen Boyd Higgins,444863.0,"April 1, 2002",4.48
7967,7967,7967,8934,0688081843,0.26877686,45.209597005934924,7.395683999999998,101494,0.053493857493857495,33,23,6,108,106,52,http://ecx.images-amazon.com/images/I/61XpyKJL7cL.jpg,Box Turtle at Long Pond,William T. George,848776.0,"September 28, 1989",4.8
6343,6343,6343,7104,0805432655,0.81780165,17.385350174851972,5.9746428,23862,0.013684,235,232,221,170,163,149,http://ecx.images-amazon.com/images/I/51BwWfHFAsL.jpg,From Colonies to Country with George Washington (My American Journey),Deborah Hedstrom-Page,3458719.0,"February 1, 2007",3.68
4618,4618,4618,5185,160072082X,0.4751626000000001,103.69843817118016,7.8105245,117927,0.03683109919571045,142,85,53,201,152,104,http://ecx.images-amazon.com/images/I/61lTXljn6zL.jpg,NASCAR / Richard Childress Racing Activity book and CD (Rcr),Larry Carney,2416880.0,"October 7, 2008",0.0
5104,5104,5104,5729,1921564334,0.49542937,53.59071474996642,7.434719599999998,73762,0.024932515337423317,133,168,185,9,5,3,http://ecx.images-amazon.com/images/I/51a1Fj7geUL.jpg,River Rampage (Zac Power),H. I. Larry,2360437.0,"October 10, 2012",5.0
555,555,555,615,1583407006,0.45098695,81.29095279802891,6.720337,70476,0.01954822335025381,94,153,199,53,49,34,http://ecx.images-amazon.com/images/I/51W5FQV69ZL.jpg,Cranes (Big Machines),David Glover,5004476.0,"July 30, 2005",5.0
7231,7231,7231,8108,0763679720,0.7318691999999999,82.66562511523719,7.1237106,102724,0.021010060362173042,177,227,249,103,184,223,http://ecx.images-amazon.com/images/I/61B37WsOxdL.jpg,Hanukkah Lights,David Martin,62804.0,"September 8, 2015",4.47
17,17,17,20,0192781871,0.7007507,58.753049398163995,6.872396000000001,70594,0.016650537634408602,239,233,212,204,152,108,http://ecx.images-amazon.com/images/I/51eLkAQ8ieL.jpg,My First Oxford Book of Stories,Geraldine McCaughrean,3483088.0,"August 23, 2001",5.0
9558,9558,9558,10710,0882849875,0.70143265,80.42741684132534,7.312858999999999,82152,0.025530343007915568,213,225,239,252,241,203,http://ecx.images-amazon.com/images/I/51Ahgu1FF5L.jpg,"Kid's Guitar Course, Book 2 (Book & Enhanced CD) (Kid's Courses!)",L.C. Harnsberger,1031996.0,"January 1, 2005",4.26
9684,9684,9684,10845,1612613721,0.6203930000000001,73.49161711379331,6.7285337,97449,0.022116504854368932,209,159,86,112,188,210,http://ecx.images-amazon.com/images/I/51HDA8nw2SL.jpg,Women of the Bible,Margaret McAllister,1068654.0,"August 28, 2013",4.49
11895,11895,11896,13343,0789420635,0.6929314999999999,35.61321810256718,6.78096,61369,0.03595800524934383,247,245,241,123,89,75,http://ecx.images-amazon.com/images/I/51lS92hDjuL.jpg,Illustrated Jewish Bible for Children,Selina Hastings,1329162.0,"September 8, 1997",3.37
4080,4080,4080,4566,0060594152,0.5916963000000001,104.67024853513868,7.411109,120461,0.066265,213,138,96,148,91,52,http://ecx.images-amazon.com/images/I/61pZ1x7mQyL.jpg,Air Is All Around You (Let's-Read-and-Find-Out Science 1),Franklyn M. Branley,129420.0,"June 13, 2006",4.37
4540,4540,4540,5098,0544568052,0.6124529000000001,67.27739720019255,7.5636215,90848,0.035584988962472405,117,186,210,175,224,242,http://ecx.images-amazon.com/images/I/61ki%2BFqih1L.jpg,Little Blue Truck Leads the Way board book,Alice Schertle,606.0,"July 7, 2015",4.48
338,338,338,377,0060556501,0.7272128000000001,42.516144022467735,6.9448504,96769,0.037196,195,218,231,137,175,203,http://ecx.images-amazon.com/images/I/61Z52H0LMgL.jpg,"The Lion, the Witch and the Wardrobe (picture book edition) (Chronicles of Narnia)",C. S. Lewis,9437.0,"September 21, 2004",4.64
6765,6765,6765,7583,148140993X,0.79241717,26.350251867808968,2.6871324,6226,0.003976047904191617,253,253,253,2,2,2,http://ecx.images-amazon.com/images/I/417aglZcY4L.jpg,"Are You There God? It's Me, Margaret.",Judy Blume,1772.0,"April 29, 2014",4.62
1392,1392,1392,1542,086171573X,0.430004,94.5226883993358,7.06835,45457,0.00715625,27,97,156,63,161,143,http://ecx.images-amazon.com/images/I/51dYOGXKQrL.jpg,Moody Cow Meditates,Kerry Lee MacLean,20989.0,"September 1, 2009",4.48
2668,2668,2668,2968,0898703557,0.53191435,66.35206798599525,7.820325,96240,0.03916616314199396,192,224,251,112,163,241,http://ecx.images-amazon.com/images/I/51B3EHSwyAL.jpg,Saint Isaac and the Indians,Milton Lomask,764080.0,"April 1, 1991",4.83
11741,11741,11742,13166,0756605512,0.3858495,108.64269764313244,6.7493880000000015,72494,0.013293478260869565,231,81,59,163,52,60,http://ecx.images-amazon.com/images/I/51VPitFrtqL.jpg,The Incredibles: The Essential Guide (DK Essential Guides),DK Publishing,2077517.0,"September 27, 2004",4.6
2643,2643,2643,2940,0448455579,0.5659144,50.04686874106656,7.7175436,84921,0.032810344827586206,189,164,138,193,220,241,http://ecx.images-amazon.com/images/I/51tijSb6FmL.jpg,Who Was Jackie Robinson?,Gail Herman,9810.0,"December 23, 2010",4.83
